student_id,week,message_text
S2116,6,What chapters should we focus on for the exam?
S2116,7,Could you clarify the requirements for the project?
S2116,8,What chapters should we focus on for the exam?
S2116,12,Thanks for the information.
S2116,14,I'm finding the material a bit challenging lately.
S2116,15,I'm concerned about my progress in the course.
S2117,3,I have a question about the grading rubric.
S2117,4,Could you clarify the requirements for the project?
S2117,5,I have a question about the grading rubric.
S2117,7,What chapters should we focus on for the exam?
S2117,7,Could you clarify the requirements for the project?
S2117,9,I have a question about the grading rubric.
S2117,10,When is the next assignment due?
S2117,12,Could you clarify the requirements for the project?
S2117,12,I'm finding the material a bit challenging lately.
S2117,12,I'm trying to keep up with everything.
S2117,13,When is the next assignment due?
S2117,13,I have a question about the grading rubric.
S2117,13,Are there any office hours this week?
S2117,14,I have a question about the grading rubric.
S2117,14,Are there any office hours this week?
S2117,15,Could you clarify the requirements for the project?
S2117,16,Could you clarify the requirements for the project?
S2118,1,"Hi Professor, are there any office hours this week?"
S2118,2,"Hi Professor, i have a question about the grading rubric."
S2118,2,"Hi Professor, when is the next assignment due?"
S2118,6,"Hi Professor, are there any office hours this week?"
S2118,7,"Hi Professor, could you clarify the requirements for the project?"
S2118,7,"Hi Professor, could you clarify the requirements for the project?"
S2118,8,"Hi Professor, could you clarify the requirements for the project?"
S2118,8,"Hi Professor, i have a question about the grading rubric."
S2118,8,"Hi Professor, could you clarify the requirements for the project?"
S2118,10,"Hi Professor, what chapters should we focus on for the exam?"
S2118,12,"Hi Professor, could you clarify the requirements for the project?"
S2118,15,"Hi Professor, when is the next assignment due?"
S2118,15,"Hi Professor, i have a question about the grading rubric."
S2118,16,"Hi Professor, could you clarify the requirements for the project?"
S2119,1,Are there any office hours this week?
S2119,1,I have a question about the grading rubric.
S2119,1,Could you clarify the requirements for the project?
S2119,1,What chapters should we focus on for the exam?
S2119,2,Could you clarify the requirements for the project?
S2119,2,What chapters should we focus on for the exam?
S2119,5,When is the next assignment due?
S2119,5,What chapters should we focus on for the exam?
S2119,7,I have a question about the grading rubric.
S2119,7,When is the next assignment due?
S2119,7,Could you clarify the requirements for the project?
S2119,7,I have a question about the grading rubric.
S2119,7,Are there any office hours this week?
S2119,8,What chapters should we focus on for the exam?
S2119,8,Could you clarify the requirements for the project?
S2119,8,When is the next assignment due?
S2119,8,I have a question about the grading rubric.
S2119,8,What chapters should we focus on for the exam?
S2119,9,Are there any office hours this week?
S2119,9,I'm finding the material a bit challenging lately.
S2119,9,Could you clarify the requirements for the project?
S2119,10,When is the next assignment due?
S2119,11,Could you clarify the requirements for the project?
S2119,11,When is the next assignment due?
S2119,11,What chapters should we focus on for the exam?
S2119,12,I'm finding the material a bit challenging lately.
S2119,13,What chapters should we focus on for the exam?
S2119,13,What chapters should we focus on for the exam?
S2119,13,When is the next assignment due?
S2119,15,When is the next assignment due?
S2120,6,I'm concerned about my progress in the course.
S2120,8,Could you clarify the requirements for the project?
S2120,15,I'm concerned about my progress in the course.
S2121,4,When is the next assignment due?
S2121,7,Are there any office hours this week?
S2121,8,Are there any office hours this week?
S2121,10,Could you clarify the requirements for the project?
S2121,11,I have a question about the grading rubric.
S2121,11,What chapters should we focus on for the exam?
S2121,14,Could you clarify the requirements for the project?
S2121,16,What chapters should we focus on for the exam?
S2121,16,When is the next assignment due?
S2122,2,Could you clarify the requirements for the project?
S2122,3,Are there any office hours this week?
S2122,4,Are there any office hours this week?
S2122,5,I'm having some difficulty with the recent topics.
S2122,5,What chapters should we focus on for the exam?
S2122,7,Things have been a bit overwhelming recently.
S2122,7,When is the next assignment due?
S2122,8,Are there any office hours this week?
S2122,8,I'm trying to keep up with everything.
S2122,9,I'm having some difficulty with the recent topics.
S2122,12,I'm finding the material a bit challenging lately.
S2122,16,"Okay, thank you."
S2123,1,Could you clarify the requirements for the project?
S2123,1,Could you clarify the requirements for the project?
S2123,3,Could you clarify the requirements for the project?
S2123,6,Could you clarify the requirements for the project?
S2123,7,When is the next assignment due?
S2123,12,I have a question about the grading rubric.
S2123,12,Things have been a bit overwhelming recently.
S2123,15,Are there any office hours this week?
S2123,15,I'm concerned about my progress in the course.
S2123,16,I'm concerned about my progress in the course.
S2123,16,Are there any office hours this week?
S2124,4,What chapters should we focus on for the exam?
S2124,5,What chapters should we focus on for the exam?
S2124,10,What chapters should we focus on for the exam?
S2124,11,When is the next assignment due?
S2124,13,Could you clarify the requirements for the project?
S2124,13,Things have been a bit overwhelming recently.
S2124,16,Are there any office hours this week?
S2124,16,Are there any office hours this week?
S2125,5,What chapters should we focus on for the exam?
S2125,6,I have a question about the grading rubric.
S2125,8,When is the next assignment due?
S2125,8,I'll look into that.
S2125,11,Could you clarify the requirements for the project?
S2125,11,When is the next assignment due?
S2125,11,Are there any office hours this week?
S2125,12,I have a question about the grading rubric.
S2125,13,I understand.
S2125,14,What chapters should we focus on for the exam?
S2125,14,I understand.
S2126,1,I have a question about the grading rubric.
S2126,1,I have a question about the grading rubric.
S2126,2,When is the next assignment due?
S2126,2,I have a question about the grading rubric.
S2126,4,When is the next assignment due?
S2126,5,Could you clarify the requirements for the project?
S2126,6,When is the next assignment due?
S2126,7,I have a question about the grading rubric.
S2126,8,I have a question about the grading rubric.
S2126,8,I have a question about the grading rubric.
S2126,8,What chapters should we focus on for the exam?
S2126,9,I'm having some difficulty with the recent topics.
S2126,9,I'm trying to keep up with everything.
S2126,13,I have a question about the grading rubric.
S2126,13,I have a question about the grading rubric.
S2126,13,I'm having some difficulty with the recent topics.
S2126,15,When is the next assignment due?
S2126,16,Are there any office hours this week?
S2127,1,I have a question about the grading rubric.
S2127,1,I have a question about the grading rubric.
S2127,2,Are there any office hours this week?
S2127,2,Are there any office hours this week?
S2127,3,When is the next assignment due?
S2127,4,When is the next assignment due?
S2127,7,I have a question about the grading rubric.
S2127,8,I have a question about the grading rubric.
S2127,11,I have a question about the grading rubric.
S2127,12,Things have been a bit overwhelming recently.
S2127,12,I have a question about the grading rubric.
S2127,14,I'm finding the material a bit challenging lately.
S2127,15,I'm finding the material a bit challenging lately.
S2127,15,Are there any office hours this week?
S2128,2,Could you clarify the requirements for the project?
S2128,2,What chapters should we focus on for the exam?
S2128,2,Are there any office hours this week?
S2128,3,Could you clarify the requirements for the project?
S2128,3,Could you clarify the requirements for the project?
S2128,4,What chapters should we focus on for the exam?
S2128,4,I have a question about the grading rubric.
S2128,4,Are there any office hours this week?
S2128,4,When is the next assignment due?
S2128,4,Are there any office hours this week?
S2128,5,I have a question about the grading rubric.
S2128,5,Are there any office hours this week?
S2128,6,I have a question about the grading rubric.
S2128,6,Are there any office hours this week?
S2128,7,Could you clarify the requirements for the project?
S2128,11,Could you clarify the requirements for the project?
S2128,11,I'm trying to keep up with everything.
S2128,11,Are there any office hours this week?
S2128,12,I'm finding the material a bit challenging lately.
S2128,12,When is the next assignment due?
S2128,12,I have a question about the grading rubric.
S2128,13,When is the next assignment due?
S2128,13,What chapters should we focus on for the exam?
S2128,13,Could you clarify the requirements for the project?
S2129,1,I have a question about the grading rubric.
S2129,2,Could you clarify the requirements for the project?
S2129,9,Are there any office hours this week?
S2129,10,What chapters should we focus on for the exam?
S2129,13,Thanks for the information.
S2130,1,When is the next assignment due?
S2130,3,Are there any office hours this week?
S2130,4,What chapters should we focus on for the exam?
S2130,6,Could you clarify the requirements for the project?
S2130,7,Are there any office hours this week?
S2130,9,Could you clarify the requirements for the project?
S2130,10,I'm concerned about my progress in the course.
S2130,11,When is the next assignment due?
S2131,1,When is the next assignment due?
S2131,6,What chapters should we focus on for the exam?
S2131,6,Are there any office hours this week?
S2131,12,I have a question about the grading rubric.
S2131,12,What chapters should we focus on for the exam?
S2132,2,What chapters should we focus on for the exam?
S2132,3,When is the next assignment due?
S2132,3,I have a question about the grading rubric.
S2132,6,I have a question about the grading rubric.
S2132,8,Are there any office hours this week?
S2132,8,What chapters should we focus on for the exam?
S2132,10,I have a question about the grading rubric.
S2132,11,Could you clarify the requirements for the project?
S2132,13,When is the next assignment due?
S2132,13,Could you clarify the requirements for the project?
S2133,1,I have a question about the grading rubric.
S2133,1,Are there any office hours this week?
S2133,3,What chapters should we focus on for the exam?
S2133,6,I'm having some difficulty with the recent topics.
S2133,6,Appreciate the response.
S2133,7,Thanks for the information.
S2133,8,I'll look into that.
S2133,8,When is the next assignment due?
S2133,8,Thanks for the information.
S2133,11,I have a question about the grading rubric.
S2133,14,I'll look into that.
S2133,14,When is the next assignment due?
S2133,15,Could you clarify the requirements for the project?
S2133,16,Are there any office hours this week?
S2134,5,"Hi Professor, when is the next assignment due?"
S2134,6,"Hi Professor, could you clarify the requirements for the project?"
S2134,6,"Hi Professor, i have a question about the grading rubric."
S2134,6,"Hi Professor, what chapters should we focus on for the exam?"
S2134,8,"Hi Professor, when is the next assignment due?"
S2134,9,"Hi Professor, i have a question about the grading rubric."
S2134,9,I'm trying to keep up with everything.
S2134,9,"Hi Professor, are there any office hours this week?"
S2134,11,I'm having some difficulty with the recent topics.
S2134,12,"Hi Professor, are there any office hours this week?"
S2134,13,"Hi Professor, could you clarify the requirements for the project?"
S2134,13,Things have been a bit overwhelming recently.
S2134,15,"Hi Professor, what chapters should we focus on for the exam?"
S2135,1,"Hi Professor, could you clarify the requirements for the project?"
S2135,1,"Hi Professor, i have a question about the grading rubric."
S2135,1,"Hi Professor, i have a question about the grading rubric."
S2135,2,"Hi Professor, what chapters should we focus on for the exam?"
S2135,3,"Hi Professor, when is the next assignment due?"
S2135,4,"Hi Professor, could you clarify the requirements for the project?"
S2135,4,"Hi Professor, what chapters should we focus on for the exam?"
S2135,4,"Hi Professor, could you clarify the requirements for the project?"
S2135,7,"Hi Professor, could you clarify the requirements for the project?"
S2135,7,"Hi Professor, i have a question about the grading rubric."
S2135,7,"Hi Professor, are there any office hours this week?"
S2135,8,"Hi Professor, i have a question about the grading rubric."
S2135,9,Things have been a bit overwhelming recently.
S2135,9,"Hi Professor, are there any office hours this week?"
S2135,10,"Hi Professor, are there any office hours this week?"
S2135,11,Things have been a bit overwhelming recently.
S2135,11,"Hi Professor, could you clarify the requirements for the project?"
S2135,11,"Hi Professor, could you clarify the requirements for the project?"
S2135,12,Things have been a bit overwhelming recently.
S2135,14,"Hi Professor, i have a question about the grading rubric."
S2135,14,"Hi Professor, what chapters should we focus on for the exam?"
S2135,14,"Hi Professor, when is the next assignment due?"
S2135,14,"Hi Professor, when is the next assignment due?"
S2135,15,"Hi Professor, i have a question about the grading rubric."
S2135,16,"Hi Professor, could you clarify the requirements for the project?"
S2135,16,"Hi Professor, could you clarify the requirements for the project?"
S2135,16,"Hi Professor, could you clarify the requirements for the project?"
S2136,1,When is the next assignment due?
S2136,1,I have a question about the grading rubric.
S2136,4,Are there any office hours this week?
S2136,5,Are there any office hours this week?
S2136,6,Could you clarify the requirements for the project?
S2136,10,Are there any office hours this week?
S2136,10,I have a question about the grading rubric.
S2136,11,When is the next assignment due?
S2136,11,What chapters should we focus on for the exam?
S2136,11,What chapters should we focus on for the exam?
S2136,13,I'm trying to keep up with everything.
S2136,13,Are there any office hours this week?
S2136,14,Are there any office hours this week?
S2136,15,Could you clarify the requirements for the project?
S2136,16,I'm finding the material a bit challenging lately.
S2136,16,I have a question about the grading rubric.
S2137,3,Are there any office hours this week?
S2137,4,What chapters should we focus on for the exam?
S2137,7,What chapters should we focus on for the exam?
S2137,13,When is the next assignment due?
S2137,13,Things have been a bit overwhelming recently.
S2137,16,What chapters should we focus on for the exam?
S2137,16,I have a question about the grading rubric.
S2138,1,Could you clarify the requirements for the project?
S2138,3,Could you clarify the requirements for the project?
S2138,6,I'm trying to keep up with everything.
S2138,9,What chapters should we focus on for the exam?
S2138,11,I'll look into that.
S2139,2,What chapters should we focus on for the exam?
S2139,2,When is the next assignment due?
S2139,4,Could you clarify the requirements for the project?
S2139,4,Are there any office hours this week?
S2139,5,I have a question about the grading rubric.
S2139,6,Are there any office hours this week?
S2139,8,When is the next assignment due?
S2139,11,Are there any office hours this week?
S2140,1,"Hi Professor, when is the next assignment due?"
S2140,1,"Hi Professor, could you clarify the requirements for the project?"
S2140,2,"Hi Professor, could you clarify the requirements for the project?"
S2140,4,"Hi Professor, i have a question about the grading rubric."
S2140,4,"Hi Professor, are there any office hours this week?"
S2140,4,"Hi Professor, when is the next assignment due?"
S2140,5,"Hi Professor, are there any office hours this week?"
S2140,5,"Hi Professor, are there any office hours this week?"
S2140,7,"Hi Professor, what chapters should we focus on for the exam?"
S2140,10,"Hi Professor, are there any office hours this week?"
S2140,11,I'm finding the material a bit challenging lately.
S2140,11,"Hi Professor, when is the next assignment due?"
S2140,12,"Hi Professor, when is the next assignment due?"
S2140,12,"Hi Professor, i have a question about the grading rubric."
S2140,12,"Hi Professor, when is the next assignment due?"
S2140,13,I'm finding the material a bit challenging lately.
S2140,13,I'm finding the material a bit challenging lately.
S2140,14,Things have been a bit overwhelming recently.
S2140,14,"Hi Professor, what chapters should we focus on for the exam?"
S2140,15,"Hi Professor, when is the next assignment due?"
S2140,15,"Hi Professor, could you clarify the requirements for the project?"
S2140,16,"Hi Professor, could you clarify the requirements for the project?"
S2140,16,"Hi Professor, are there any office hours this week?"
S2141,1,When is the next assignment due?
S2141,1,Are there any office hours this week?
S2141,1,What chapters should we focus on for the exam?
S2141,2,Are there any office hours this week?
S2141,5,I have a question about the grading rubric.
S2141,5,What chapters should we focus on for the exam?
S2141,6,When is the next assignment due?
S2141,6,I have a question about the grading rubric.
S2141,7,I have a question about the grading rubric.
S2141,7,When is the next assignment due?
S2141,8,When is the next assignment due?
S2141,8,Are there any office hours this week?
S2141,12,Could you clarify the requirements for the project?
S2141,12,I'm finding the material a bit challenging lately.
S2141,12,What chapters should we focus on for the exam?
S2141,12,Are there any office hours this week?
S2141,12,Could you clarify the requirements for the project?
S2141,13,Could you clarify the requirements for the project?
S2141,13,When is the next assignment due?
S2142,4,"Hi Professor, what chapters should we focus on for the exam?"
S2142,4,"Hi Professor, are there any office hours this week?"
S2142,6,"Hi Professor, what chapters should we focus on for the exam?"
S2142,7,"Hi Professor, could you clarify the requirements for the project?"
S2142,9,"Hi Professor, are there any office hours this week?"
S2142,10,"Hi Professor, i have a question about the grading rubric."
S2143,1,"Hi Professor, what chapters should we focus on for the exam?"
S2143,1,"Hi Professor, when is the next assignment due?"
S2143,2,"Hi Professor, when is the next assignment due?"
S2143,2,"Hi Professor, are there any office hours this week?"
S2143,2,"Hi Professor, what chapters should we focus on for the exam?"
S2143,2,"Hi Professor, what chapters should we focus on for the exam?"
S2143,2,"Hi Professor, i have a question about the grading rubric."
S2143,3,"Hi Professor, are there any office hours this week?"
S2143,3,"Hi Professor, could you clarify the requirements for the project?"
S2143,4,"Hi Professor, are there any office hours this week?"
S2143,8,"Hi Professor, are there any office hours this week?"
S2143,9,"Hi Professor, are there any office hours this week?"
S2143,10,"Hi Professor, i have a question about the grading rubric."
S2143,11,"Hi Professor, i have a question about the grading rubric."
S2143,12,"Hi Professor, could you clarify the requirements for the project?"
S2143,13,"Hi Professor, i have a question about the grading rubric."
S2143,14,"Hi Professor, could you clarify the requirements for the project?"
S2144,1,Could you clarify the requirements for the project?
S2144,4,What chapters should we focus on for the exam?
S2144,4,I have a question about the grading rubric.
S2144,4,Are there any office hours this week?
S2144,5,What chapters should we focus on for the exam?
S2144,6,Are there any office hours this week?
S2144,6,What chapters should we focus on for the exam?
S2144,7,Are there any office hours this week?
S2144,7,I have a question about the grading rubric.
S2144,8,What chapters should we focus on for the exam?
S2144,8,I have a question about the grading rubric.
S2144,9,I'm having some difficulty with the recent topics.
S2144,9,Things have been a bit overwhelming recently.
S2144,10,Could you clarify the requirements for the project?
S2144,10,I have a question about the grading rubric.
S2144,12,When is the next assignment due?
S2144,13,Could you clarify the requirements for the project?
S2144,13,What chapters should we focus on for the exam?
S2144,13,I have a question about the grading rubric.
S2144,13,I'm finding the material a bit challenging lately.
S2144,15,Could you clarify the requirements for the project?
S2144,16,Are there any office hours this week?
S2144,16,Are there any office hours this week?
S2144,16,I have a question about the grading rubric.
S2145,4,Could you clarify the requirements for the project?
S2145,5,What chapters should we focus on for the exam?
S2145,7,When is the next assignment due?
S2145,9,I'm concerned about my progress in the course.
S2145,10,Things have been a bit overwhelming recently.
S2145,10,Could you clarify the requirements for the project?
S2145,12,I'm having some difficulty with the recent topics.
S2146,1,"Hi Professor, when is the next assignment due?"
S2146,2,"Hi Professor, are there any office hours this week?"
S2146,2,"Hi Professor, when is the next assignment due?"
S2146,3,"Hi Professor, are there any office hours this week?"
S2146,4,"Hi Professor, could you clarify the requirements for the project?"
S2146,4,"Hi Professor, when is the next assignment due?"
S2146,5,"Hi Professor, what chapters should we focus on for the exam?"
S2146,7,"Hi Professor, i have a question about the grading rubric."
S2146,7,"Hi Professor, what chapters should we focus on for the exam?"
S2146,7,"Hi Professor, i have a question about the grading rubric."
S2146,8,"Hi Professor, what chapters should we focus on for the exam?"
S2146,8,"Hi Professor, i have a question about the grading rubric."
S2146,12,"Hi Professor, i have a question about the grading rubric."
S2146,12,"Hi Professor, when is the next assignment due?"
S2146,12,"Hi Professor, are there any office hours this week?"
S2146,12,"Hi Professor, when is the next assignment due?"
S2146,14,"Hi Professor, what chapters should we focus on for the exam?"
S2146,15,I'm having some difficulty with the recent topics.
S2146,16,"Hi Professor, what chapters should we focus on for the exam?"
S2146,16,I'm concerned about my progress in the course.
S2147,1,I have a question about the grading rubric.
S2147,3,When is the next assignment due?
S2147,4,I have a question about the grading rubric.
S2147,5,I'm having some difficulty with the recent topics.
S2147,6,What chapters should we focus on for the exam?
S2147,8,Things have been a bit overwhelming recently.
S2147,9,I'm having some difficulty with the recent topics.
S2147,9,I'm finding the material a bit challenging lately.
S2147,15,I'm concerned about my progress in the course.
S2148,4,I have a question about the grading rubric.
S2148,4,Could you clarify the requirements for the project?
S2148,4,Are there any office hours this week?
S2148,5,Could you clarify the requirements for the project?
S2148,5,What chapters should we focus on for the exam?
S2148,6,Are there any office hours this week?
S2148,9,Could you clarify the requirements for the project?
S2148,10,What chapters should we focus on for the exam?
S2148,10,What chapters should we focus on for the exam?
S2148,11,When is the next assignment due?
S2148,11,What chapters should we focus on for the exam?
S2148,11,Are there any office hours this week?
S2148,14,I'm concerned about my progress in the course.
S2148,15,I'm concerned about my progress in the course.
S2149,1,Are there any office hours this week?
S2149,4,Could you clarify the requirements for the project?
S2149,5,What chapters should we focus on for the exam?
S2149,6,Are there any office hours this week?
S2149,10,Could you clarify the requirements for the project?
S2149,13,I'm finding the material a bit challenging lately.
S2149,14,Are there any office hours this week?
S2149,14,When is the next assignment due?
S2149,15,Could you clarify the requirements for the project?
S2149,16,I have a question about the grading rubric.
S2150,1,When is the next assignment due?
S2150,3,Are there any office hours this week?
S2150,3,I have a question about the grading rubric.
S2150,4,What chapters should we focus on for the exam?
S2150,4,I have a question about the grading rubric.
S2150,5,When is the next assignment due?
S2150,8,What chapters should we focus on for the exam?
S2150,9,I have a question about the grading rubric.
S2150,9,What chapters should we focus on for the exam?
S2150,12,"Okay, thank you."
S2150,12,Thanks for the information.
S2150,13,I'm having some difficulty with the recent topics.
S2150,14,I'm concerned about my progress in the course.
S2150,16,I'll look into that.
S2151,1,Could you clarify the requirements for the project?
S2151,1,Could you clarify the requirements for the project?
S2151,2,I have a question about the grading rubric.
S2151,2,What chapters should we focus on for the exam?
S2151,2,Are there any office hours this week?
S2151,2,Could you clarify the requirements for the project?
S2151,2,Could you clarify the requirements for the project?
S2151,5,Could you clarify the requirements for the project?
S2151,5,When is the next assignment due?
S2151,6,I'm finding the material a bit challenging lately.
S2151,7,I'm having some difficulty with the recent topics.
S2151,8,I'm concerned about my progress in the course.
S2151,10,I'm finding the material really challenging lately.
S2151,11,I'm trying to keep up with everything.
S2151,15,I'll look into that.
S2152,3,"Hi Professor, when is the next assignment due?"
S2152,4,"Hi Professor, when is the next assignment due?"
S2152,4,"Hi Professor, are there any office hours this week?"
S2152,6,"Hi Professor, when is the next assignment due?"
S2152,7,"Hi Professor, are there any office hours this week?"
S2152,8,"Hi Professor, what chapters should we focus on for the exam?"
S2152,11,I'm trying to keep up with everything.
S2152,11,"Hi Professor, what chapters should we focus on for the exam?"
S2152,11,"Hi Professor, what chapters should we focus on for the exam?"
S2152,12,"Hi Professor, i have a question about the grading rubric."
S2152,14,"Hi Professor, are there any office hours this week?"
S2152,14,"Hi Professor, could you clarify the requirements for the project?"
S2152,14,"Hi Professor, are there any office hours this week?"
S2152,15,I'm finding the material a bit challenging lately.
S2152,16,"Hi Professor, what chapters should we focus on for the exam?"
S2152,16,"Hi Professor, when is the next assignment due?"
S2152,16,"Hi Professor, when is the next assignment due?"
S2153,1,"Hi Professor, when is the next assignment due?"
S2153,2,"Hi Professor, are there any office hours this week?"
S2153,3,"Hi Professor, could you clarify the requirements for the project?"
S2153,4,"Hi Professor, could you clarify the requirements for the project?"
S2153,6,"Hi Professor, are there any office hours this week?"
S2153,7,"Hi Professor, could you clarify the requirements for the project?"
S2153,8,"Hi Professor, i have a question about the grading rubric."
S2153,12,"Hi Professor, what chapters should we focus on for the exam?"
S2153,12,I'm trying to keep up with everything.
S2153,13,"Hi Professor, i have a question about the grading rubric."
S2153,13,"Hi Professor, are there any office hours this week?"
S2153,13,"Hi Professor, what chapters should we focus on for the exam?"
S2153,14,"Hi Professor, i have a question about the grading rubric."
S2153,14,"Hi Professor, could you clarify the requirements for the project?"
S2154,1,"Hi Professor, when is the next assignment due?"
S2154,1,"Hi Professor, i have a question about the grading rubric."
S2154,1,"Hi Professor, are there any office hours this week?"
S2154,2,"Hi Professor, are there any office hours this week?"
S2154,4,"Hi Professor, are there any office hours this week?"
S2154,4,"Hi Professor, when is the next assignment due?"
S2154,4,"Hi Professor, when is the next assignment due?"
S2154,5,"Hi Professor, could you clarify the requirements for the project?"
S2154,5,"Hi Professor, what chapters should we focus on for the exam?"
S2154,6,"Hi Professor, i have a question about the grading rubric."
S2154,8,"Hi Professor, what chapters should we focus on for the exam?"
S2154,8,"Hi Professor, could you clarify the requirements for the project?"
S2154,8,"Hi Professor, i have a question about the grading rubric."
S2154,9,"Hi Professor, are there any office hours this week?"
S2154,10,"Hi Professor, what chapters should we focus on for the exam?"
S2154,10,"Hi Professor, could you clarify the requirements for the project?"
S2154,10,I'm concerned about my progress in the course.
S2154,10,"Hi Professor, could you clarify the requirements for the project?"
S2154,10,"Hi Professor, could you clarify the requirements for the project?"
S2154,12,"Hi Professor, when is the next assignment due?"
S2154,12,"Hi Professor, what chapters should we focus on for the exam?"
S2154,12,"Hi Professor, what chapters should we focus on for the exam?"
S2154,13,"Hi Professor, what chapters should we focus on for the exam?"
S2154,13,"Hi Professor, could you clarify the requirements for the project?"
S2154,13,"Hi Professor, are there any office hours this week?"
S2154,13,"Hi Professor, could you clarify the requirements for the project?"
S2154,15,Things have been a bit overwhelming recently.
S2154,15,I'm trying to keep up with everything.
S2154,15,"Hi Professor, when is the next assignment due?"
S2155,2,I have a question about the grading rubric.
S2155,3,Are there any office hours this week?
S2155,4,Could you clarify the requirements for the project?
S2155,5,What chapters should we focus on for the exam?
S2155,6,Could you clarify the requirements for the project?
S2155,6,What chapters should we focus on for the exam?
S2155,7,Could you clarify the requirements for the project?
S2155,8,What chapters should we focus on for the exam?
S2155,8,Are there any office hours this week?
S2155,11,What chapters should we focus on for the exam?
S2155,12,I have a question about the grading rubric.
S2155,12,I have a question about the grading rubric.
S2155,13,I have a question about the grading rubric.
S2155,16,I have a question about the grading rubric.
S2155,16,I have a question about the grading rubric.
S2156,1,Could you clarify the requirements for the project?
S2156,4,When is the next assignment due?
S2156,4,When is the next assignment due?
S2156,4,Are there any office hours this week?
S2156,5,I'm trying to keep up with everything.
S2156,6,I'm having some difficulty with the recent topics.
S2156,6,What chapters should we focus on for the exam?
S2156,9,I'm having some difficulty with the recent topics.
S2156,10,What chapters should we focus on for the exam?
S2156,11,Appreciate the response.
S2156,16,Things have been really overwhelming recently.
S2157,4,What chapters should we focus on for the exam?
S2157,6,I have a question about the grading rubric.
S2157,11,Could you clarify the requirements for the project?
S2157,11,What chapters should we focus on for the exam?
S2157,12,What chapters should we focus on for the exam?
S2157,14,I'm trying to keep up with everything.
S2157,16,Are there any office hours this week?
S2158,1,What chapters should we focus on for the exam?
S2158,2,I'm finding the material a bit challenging lately.
S2158,3,Things have been a bit overwhelming recently.
S2158,4,"Okay, thank you."
S2158,4,I have a question about the grading rubric.
S2158,5,Are there any office hours this week?
S2158,6,I'm trying to keep up with everything.
S2158,6,I'm concerned about my progress in the course.
S2158,6,I'm trying to keep up with everything.
S2158,6,I'm having some difficulty with the recent topics.
S2158,7,I have a question about the grading rubric.
S2158,8,Are there any office hours this week?
S2158,8,I'll look into that.
S2158,9,I'm having some difficulty with the recent topics.
S2158,9,When is the next assignment due?
S2158,10,I'm having some difficulty with the recent topics.
S2158,11,I understand.
S2158,13,What chapters should we focus on for the exam?
S2158,13,What chapters should we focus on for the exam?
S2158,14,I'm trying to keep up with everything.
S2159,1,"Hi Professor, what chapters should we focus on for the exam?"
S2159,1,"Hi Professor, i have a question about the grading rubric."
S2159,2,"Hi Professor, i have a question about the grading rubric."
S2159,3,"Hi Professor, could you clarify the requirements for the project?"
S2159,3,"Hi Professor, i have a question about the grading rubric."
S2159,4,"Hi Professor, are there any office hours this week?"
S2159,5,"Hi Professor, are there any office hours this week?"
S2159,5,"Hi Professor, are there any office hours this week?"
S2159,5,"Hi Professor, could you clarify the requirements for the project?"
S2159,6,"Hi Professor, what chapters should we focus on for the exam?"
S2159,8,"Hi Professor, are there any office hours this week?"
S2159,8,"Hi Professor, could you clarify the requirements for the project?"
S2159,8,"Hi Professor, i have a question about the grading rubric."
S2159,8,"Hi Professor, i have a question about the grading rubric."
S2159,8,"Hi Professor, what chapters should we focus on for the exam?"
S2159,9,"Hi Professor, what chapters should we focus on for the exam?"
S2159,10,"Hi Professor, what chapters should we focus on for the exam?"
S2159,10,"Hi Professor, what chapters should we focus on for the exam?"
S2159,11,"Hi Professor, when is the next assignment due?"
S2159,11,"Hi Professor, what chapters should we focus on for the exam?"
S2159,11,"Hi Professor, what chapters should we focus on for the exam?"
S2159,12,I'm finding the material a bit challenging lately.
S2159,15,I'm finding the material a bit challenging lately.
S2159,15,"Hi Professor, are there any office hours this week?"
S2159,15,"Hi Professor, could you clarify the requirements for the project?"
S2160,1,When is the next assignment due?
S2160,2,What chapters should we focus on for the exam?
S2160,4,I have a question about the grading rubric.
S2160,4,I have a question about the grading rubric.
S2160,4,When is the next assignment due?
S2160,7,I have a question about the grading rubric.
S2160,8,I'm trying to keep up with everything.
S2160,9,I'm concerned about my progress in the course.
S2160,9,I'm concerned about my progress in the course.
S2160,12,I'll look into that.
S2161,1,Could you clarify the requirements for the project?
S2161,2,When is the next assignment due?
S2161,3,When is the next assignment due?
S2161,4,What chapters should we focus on for the exam?
S2161,4,Could you clarify the requirements for the project?
S2161,4,Could you clarify the requirements for the project?
S2161,4,Could you clarify the requirements for the project?
S2161,5,When is the next assignment due?
S2161,9,I have a question about the grading rubric.
S2161,9,I have a question about the grading rubric.
S2161,12,When is the next assignment due?
S2161,12,When is the next assignment due?
S2161,13,I have a question about the grading rubric.
S2161,13,Could you clarify the requirements for the project?
S2161,14,What chapters should we focus on for the exam?
S2161,15,I'm finding the material a bit challenging lately.
S2161,15,Are there any office hours this week?
S2161,15,Could you clarify the requirements for the project?
S2161,16,I'm trying to keep up with everything.
S2161,16,Are there any office hours this week?
S2162,4,Could you clarify the requirements for the project?
S2162,4,What chapters should we focus on for the exam?
S2162,5,Could you clarify the requirements for the project?
S2162,7,I'm concerned about my progress in the course.
S2162,8,Could you clarify the requirements for the project?
S2163,1,Are there any office hours this week?
S2163,4,I have a question about the grading rubric.
